image_id,path,class,original_class,class_name,split_ss1,split_ss2,split_ss3,split_ps1,split_ps2,split_ps3
325,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0017_795924.jpg,6,7,007.Parakeet_Auklet,seen_val,train,train,val,val,val
326,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0027_795925.jpg,6,7,007.Parakeet_Auklet,train,train,train,val,val,val
327,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0056_795926.jpg,6,7,007.Parakeet_Auklet,train,train,seen_val,val,seen_test_val,val
328,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0012_795927.jpg,6,7,007.Parakeet_Auklet,seen_test_train,train,train,val,val,val
329,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0072_795929.jpg,6,7,007.Parakeet_Auklet,seen_test_train,train,seen_test_train,val,val,seen_test_val
330,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0030_795930.jpg,6,7,007.Parakeet_Auklet,train,seen_val,train,val,val,val
331,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0007_795932.jpg,6,7,007.Parakeet_Auklet,seen_test_train,seen_val,train,seen_test_val,val,val
332,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0041_795933.jpg,6,7,007.Parakeet_Auklet,seen_test_train,train,train,val,seen_test_val,val
333,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0035_795934.jpg,6,7,007.Parakeet_Auklet,seen_val,train,seen_val,val,val,val
334,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0038_795935.jpg,6,7,007.Parakeet_Auklet,train,seen_test_train,seen_val,val,val,val
335,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0069_795936.jpg,6,7,007.Parakeet_Auklet,train,train,train,val,val,val
336,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0073_795939.jpg,6,7,007.Parakeet_Auklet,train,train,train,val,val,val
337,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0058_795942.jpg,6,7,007.Parakeet_Auklet,train,seen_test_train,train,val,val,val
338,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0036_795943.jpg,6,7,007.Parakeet_Auklet,train,train,train,val,val,val
339,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0028_795944.jpg,6,7,007.Parakeet_Auklet,train,train,train,seen_test_val,val,val
340,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0020_795947.jpg,6,7,007.Parakeet_Auklet,train,train,train,val,val,seen_test_val
341,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0043_795948.jpg,6,7,007.Parakeet_Auklet,train,seen_val,seen_test_train,seen_test_val,val,val
342,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0045_795953.jpg,6,7,007.Parakeet_Auklet,train,train,train,val,val,val
343,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0064_795954.jpg,6,7,007.Parakeet_Auklet,seen_test_train,seen_test_train,train,val,val,val
344,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0039_795955.jpg,6,7,007.Parakeet_Auklet,train,seen_val,seen_val,seen_test_val,val,seen_test_val
345,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0047_795956.jpg,6,7,007.Parakeet_Auklet,train,train,seen_test_train,seen_test_val,val,val
346,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0050_795957.jpg,6,7,007.Parakeet_Auklet,seen_test_train,train,seen_val,val,val,val
347,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0062_795958.jpg,6,7,007.Parakeet_Auklet,train,train,train,val,seen_test_val,val
348,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0031_795960.jpg,6,7,007.Parakeet_Auklet,train,train,seen_test_train,val,val,val
349,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0042_795961.jpg,6,7,007.Parakeet_Auklet,train,seen_test_train,train,seen_test_val,val,val
350,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0026_795962.jpg,6,7,007.Parakeet_Auklet,train,train,train,val,val,seen_test_val
351,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0055_795963.jpg,6,7,007.Parakeet_Auklet,train,train,train,val,seen_test_val,seen_test_val
352,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0067_795964.jpg,6,7,007.Parakeet_Auklet,seen_val,seen_test_train,train,val,val,val
353,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0080_795965.jpg,6,7,007.Parakeet_Auklet,train,train,train,val,seen_test_val,seen_test_val
354,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0015_795966.jpg,6,7,007.Parakeet_Auklet,seen_test_train,train,seen_test_train,seen_test_val,val,val
355,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0065_795969.jpg,6,7,007.Parakeet_Auklet,train,train,train,val,val,val
356,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0013_795970.jpg,6,7,007.Parakeet_Auklet,seen_val,train,train,val,val,val
357,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0051_795971.jpg,6,7,007.Parakeet_Auklet,seen_test_train,train,train,val,val,seen_test_val
358,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0001_795972.jpg,6,7,007.Parakeet_Auklet,train,train,seen_val,val,val,val
359,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0059_795973.jpg,6,7,007.Parakeet_Auklet,train,seen_test_train,train,val,val,val
360,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0040_795974.jpg,6,7,007.Parakeet_Auklet,train,train,train,val,seen_test_val,val
361,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0025_795975.jpg,6,7,007.Parakeet_Auklet,train,seen_val,train,seen_test_val,val,val
362,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0074_795976.jpg,6,7,007.Parakeet_Auklet,train,train,train,val,val,seen_test_val
363,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0016_795977.jpg,6,7,007.Parakeet_Auklet,train,train,seen_test_train,seen_test_val,val,val
364,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0048_795980.jpg,6,7,007.Parakeet_Auklet,seen_test_train,train,seen_val,val,seen_test_val,val
365,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0075_795981.jpg,6,7,007.Parakeet_Auklet,train,train,train,val,val,val
366,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0003_795982.jpg,6,7,007.Parakeet_Auklet,seen_test_train,train,train,seen_test_val,seen_test_val,val
367,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0032_795986.jpg,6,7,007.Parakeet_Auklet,train,train,seen_val,seen_test_val,seen_test_val,val
368,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0019_795987.jpg,6,7,007.Parakeet_Auklet,train,train,train,val,val,val
369,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0061_795990.jpg,6,7,007.Parakeet_Auklet,train,seen_val,train,val,val,val
370,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0008_795992.jpg,6,7,007.Parakeet_Auklet,seen_val,train,seen_test_train,val,val,seen_test_val
371,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0034_795994.jpg,6,7,007.Parakeet_Auklet,seen_test_train,train,train,val,val,val
372,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0010_795995.jpg,6,7,007.Parakeet_Auklet,train,train,seen_test_train,seen_test_val,val,val
373,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0070_795998.jpg,6,7,007.Parakeet_Auklet,seen_test_train,train,seen_val,val,val,val
374,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0076_796001.jpg,6,7,007.Parakeet_Auklet,train,seen_val,seen_test_train,val,seen_test_val,val
375,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0078_2004.jpg,6,7,007.Parakeet_Auklet,train,train,train,val,val,val
376,/scratch_global/yannick/CUB_200_2011/images/007.Parakeet_Auklet/Parakeet_Auklet_0024_2045.jpg,6,7,007.Parakeet_Auklet,train,train,train,val,val,seen_test_val
377,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0028_2056.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,train,train,val
378,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0020_2195.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,seen_val,train,val
379,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0021_2089.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,train,train,seen_test_val
380,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0043_2096.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,seen_test_train,train,seen_test_val
381,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0042_2101.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,train,train,val
382,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0027_797496.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,train,seen_test_train,val
383,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0034_797497.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,seen_val,seen_val,val
384,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0037_797499.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,seen_test_train,train,val
385,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0023_797501.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,train,train,val
386,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0044_797502.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,train,train,val
387,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0040_797503.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,train,seen_val,val
388,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0016_2114.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,seen_test_train,train,val
389,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0025_797508.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,seen_val,seen_val,val
390,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0030_797509.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,train,seen_val,val
391,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0051_797510.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,seen_test_train,train,seen_test_val
392,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0006_797512.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,seen_test_train,seen_val,val
393,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0019_797513.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,train,seen_test_train,val
394,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0041_797515.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,train,train,val
395,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0032_797516.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,train,train,val
396,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0018_797517.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,seen_val,seen_val,val
397,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0031_797518.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,train,train,val
398,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0026_797519.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,train,seen_test_train,seen_test_val
399,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0029_797520.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,seen_val,train,val
400,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0007_797521.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,seen_val,train,seen_test_val
401,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0014_797522.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,seen_val,train,val
402,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0024_797529.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,train,train,seen_test_val
403,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0011_797530.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,seen_val,seen_val,seen_test_val
404,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0008_797531.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,train,train,val
405,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0046_797532.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,seen_val,train,val
406,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0050_797534.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,train,train,val
407,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0003_797535.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,train,seen_val,val
408,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0045_797536.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,seen_test_train,train,seen_test_val
409,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0013_797537.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,train,train,val
410,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0001_797538.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,train,train,seen_test_val
411,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0009_797539.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,seen_val,seen_val,val
412,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0004_797541.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,seen_val,train,val
413,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0049_797543.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,train,train,val
414,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0038_797544.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,seen_val,train,val
415,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0010_797545.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,seen_test_train,seen_test_train,val
416,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0017_2155.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,seen_val,seen_val,val
417,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0015_2160.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,train,seen_test_train,val
418,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0012_2161.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,seen_test_train,seen_val,val
419,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0048_2162.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,train,train,val
420,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0035_2166.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,seen_val,seen_test_train,seen_test_val
421,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0033_2169.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,train,train,val
422,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0022_2170.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,train,seen_test_train,val
423,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0005_2111.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,seen_test_train,train,seen_test_val
424,/scratch_global/yannick/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0039_2174.jpg,7,8,008.Rhinoceros_Auklet,test,test,test,train,train,val
425,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0099_2560.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,seen_test_val,val
426,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0139_2567.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,seen_test_val,val
427,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0140_2586.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,val,val
428,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0082_2593.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,val,val
429,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0135_2607.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,val,val
430,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0106_2608.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,val,val
431,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0095_2610.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,val,val
432,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0035_2611.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,val,seen_test_val
433,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0111_2613.jpg,8,9,009.Brewer_Blackbird,test,test,test,seen_test_val,val,seen_test_val
434,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0009_2616.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,val,val
435,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0102_2620.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,val,val
436,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0087_2622.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,seen_test_val,val
437,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0026_2625.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,val,val
438,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0101_2630.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,val,val
439,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0054_2631.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,val,seen_test_val
440,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0096_2634.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,val,val
441,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0142_2636.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,seen_test_val,val
442,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0041_2653.jpg,8,9,009.Brewer_Blackbird,test,test,test,seen_test_val,seen_test_val,val
443,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0090_2658.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,val,val
444,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0078_2659.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,val,val
445,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0017_2668.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,val,val
446,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0014_2679.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,val,val
447,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0137_2680.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,val,val
448,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0028_2682.jpg,8,9,009.Brewer_Blackbird,test,test,test,seen_test_val,seen_test_val,val
449,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0046_2688.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,val,seen_test_val
450,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0012_2691.jpg,8,9,009.Brewer_Blackbird,test,test,test,seen_test_val,val,val
451,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0066_2693.jpg,8,9,009.Brewer_Blackbird,test,test,test,seen_test_val,val,val
452,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0032_2214.jpg,8,9,009.Brewer_Blackbird,test,test,test,seen_test_val,val,val
453,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0016_2225.jpg,8,9,009.Brewer_Blackbird,test,test,test,seen_test_val,val,val
454,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0104_2230.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,seen_test_val,val
455,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0025_2231.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,val,val
456,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0109_2232.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,val,seen_test_val
457,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0080_2234.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,val,val
458,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0127_2235.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,val,val
459,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0049_2258.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,val,seen_test_val
460,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0018_2261.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,seen_test_val,val
461,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0030_2268.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,val,val
462,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0010_2269.jpg,8,9,009.Brewer_Blackbird,test,test,test,seen_test_val,seen_test_val,val
463,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0061_2270.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,seen_test_val,val
464,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0103_2273.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,val,val
465,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0074_2277.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,val,val
466,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0002_2278.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,val,val
467,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0115_2279.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,val,val
468,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0015_2286.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,seen_test_val,seen_test_val
469,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0131_2289.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,val,val
470,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0064_2290.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,val,val
471,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0132_2293.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,seen_test_val,val
472,/scratch_global/yannick/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0038_2294.jpg,8,9,009.Brewer_Blackbird,test,test,test,val,val,val
